team,player1,player2,p1_pos,p2_pos,co_games,joi90,jdi90,offensive,defensive
Brazil,Fábio Henrique Tavares,Vinícius José Paixão de Oliveira Júnior,Left Defensive Midfield,Substitute,5,0.0,-1.921789,0.0,6.6621
Brazil,Fábio Henrique Tavares,Weverton Pereira da Silva,Left Defensive Midfield,Substitute,5,0.0,-1.748483,0.0,7.2012
Brazil,Fábio Henrique Tavares,Éder Gabriel Militão,Left Defensive Midfield,Right Center Back,5,0.065614,-1.978947,2.391,6.4843
Brazil,Fábio Henrique Tavares,Éverton Augusto de Barros Ribeiro,Left Defensive Midfield,Center Attacking Midfield,5,0.004662,-1.707954,0.1699,7.3273
Brazil,Gabriel Fernando de Jesus,Gleison Bremer Silva Nascimento,Center Forward,Left Center Back,3,0.012667,-0.991592,0.4616,9.5557
Brazil,Gabriel Fernando de Jesus,Lucas Tolentino Coelho de Lima,Center Forward,Substitute,3,0.0,-1.172389,0.0,8.9933
Brazil,Gabriel Fernando de Jesus,Neymar da Silva Santos Junior,Center Forward,Center Attacking Midfield,1,0.0,-0.608067,0.0,10.0
Brazil,Gabriel Fernando de Jesus,Pedro Guilherme Abreu dos Santos,Center Forward,Center Forward,3,0.0,-0.89181,0.0,9.8661
Brazil,Gabriel Fernando de Jesus,Richarlison de Andrade,Center Forward,Substitute,3,0.0,-0.840888,0.0,10.0
Brazil,Gabriel Fernando de Jesus,Thiago Emiliano da Silva,Center Forward,Substitute,3,0.0,-1.405367,0.0,8.2686
Brazil,Gabriel Fernando de Jesus,Vinícius José Paixão de Oliveira Júnior,Center Forward,Substitute,3,0.006285,-1.107611,0.229,9.1948
Brazil,Gabriel Fernando de Jesus,Weverton Pereira da Silva,Center Forward,Substitute,3,0.0,-0.901232,0.0,9.8368
Brazil,Gabriel Fernando de Jesus,Éder Gabriel Militão,Center Forward,Right Center Back,3,0.040182,-1.186346,1.4642,8.9499
Brazil,Gabriel Fernando de Jesus,Éverton Augusto de Barros Ribeiro,Center Forward,Center Attacking Midfield,3,0.0,-0.909704,0.0,9.8105
Brazil,Gabriel Teodoro Martinelli Silva,Gleison Bremer Silva Nascimento,Left Wing,Left Center Back,5,0.000215,-1.835632,0.0078,6.9301
Brazil,Gabriel Teodoro Martinelli Silva,Lucas Tolentino Coelho de Lima,Left Wing,Substitute,5,0.017745,-2.032744,0.6466,6.3169
Brazil,Gabriel Teodoro Martinelli Silva,Marcos Aoás Corrêa,Left Wing,Left Back,5,0.145427,-2.2199,5.2994,5.7347
Brazil,Gabriel Teodoro Martinelli Silva,Neymar da Silva Santos Junior,Left Wing,Center Attacking Midfield,3,0.013333,-2.006915,0.4859,6.3973
Brazil,Gabriel Teodoro Martinelli Silva,Pedro Guilherme Abreu dos Santos,Left Wing,Center Forward,5,-0.002994,-1.624061,0.0,7.5883
Brazil,Gabriel Teodoro Martinelli Silva,Raphael Dias Belloli,Left Wing,Right Wing,5,0.161562,-1.982356,5.8873,6.4737
Brazil,Gabriel Teodoro Martinelli Silva,Richarlison de Andrade,Left Wing,Substitute,5,0.01154,-1.544955,0.4205,7.8343
Brazil,Gabriel Teodoro Martinelli Silva,Thiago Emiliano da Silva,Left Wing,Substitute,5,0.007273,-2.173875,0.265,5.8779
Brazil,Gabriel Teodoro Martinelli Silva,Vinícius José Paixão de Oliveira Júnior,Left Wing,Substitute,5,0.0,-1.941376,0.0,6.6012
Brazil,Gabriel Teodoro Martinelli Silva,Weverton Pereira da Silva,Left Wing,Substitute,5,-0.0023,-1.768071,0.0,7.1403
Brazil,Gabriel Teodoro Martinelli Silva,Éder Gabriel Militão,Left Wing,Right Center Back,5,0.084174,-1.998534,3.0673,6.4233
Brazil,Gabriel Teodoro Martinelli Silva,Éverton Augusto de Barros Ribeiro,Left Wing,Center Attacking Midfield,5,0.025492,-1.727541,0.9289,7.2664
Brazil,Gleison Bremer Silva Nascimento,Lucas Tolentino Coelho de Lima,Left Center Back,Substitute,5,0.023962,-2.053886,0.8732,6.2512
Brazil,Gleison Bremer Silva Nascimento,Marcos Aoás Corrêa,Left Center Back,Left Back,5,0.064007,-2.241042,2.3324,5.669
Brazil,Gleison Bremer Silva Nascimento,Neymar da Silva Santos Junior,Left Center Back,Center Attacking Midfield,3,0.007,-1.970784,0.2551,6.5097
Brazil,Gleison Bremer Silva Nascimento,Pedro Guilherme Abreu dos Santos,Left Center Back,Center Forward,5,0.0,-1.645203,0.0,7.5225
Brazil,Gleison Bremer Silva Nascimento,Raphael Dias Belloli,Left Center Back,Right Wing,5,0.0038,-2.003498,0.1385,6.4079
Brazil,Gleison Bremer Silva Nascimento,Richarlison de Andrade,Left Center Back,Substitute,5,0.0,-1.566097,0.0,7.7686
Brazil,Gleison Bremer Silva Nascimento,Rodrygo Silva de Goes,Left Center Back,Center Attacking Midfield,5,0.033155,-1.869394,1.2082,6.8251
Brazil,Gleison Bremer Silva Nascimento,Thiago Emiliano da Silva,Left Center Back,Substitute,5,0.109677,-2.195017,3.9966,5.8121
Brazil,Gleison Bremer Silva Nascimento,Vinícius José Paixão de Oliveira Júnior,Left Center Back,Substitute,5,0.0,-1.962518,0.0,6.5354
Brazil,Gleison Bremer Silva Nascimento,Weverton Pereira da Silva,Left Center Back,Substitute,5,0.0,-1.789213,0.0,7.0745
Brazil,Gleison Bremer Silva Nascimento,Éder Gabriel Militão,Left Center Back,Right Center Back,5,0.352504,-2.019676,10.0,6.3576
Brazil,Gleison Bremer Silva Nascimento,Éverton Augusto de Barros Ribeiro,Left Center Back,Center Attacking Midfield,5,0.010822,-1.748683,0.3944,7.2006
Brazil,Lucas Tolentino Coelho de Lima,Pedro Guilherme Abreu dos Santos,Substitute,Center Forward,5,0.0,-1.842315,0.0,6.9093
Brazil,Lucas Tolentino Coelho de Lima,Rodrygo Silva de Goes,Substitute,Center Attacking Midfield,5,0.0004,-2.066505,0.0146,6.2119
Brazil,Lucas Tolentino Coelho de Lima,Weverton Pereira da Silva,Substitute,Substitute,5,-0.0038,-1.986324,0.0,6.4613
Brazil,Lucas Tolentino Coelho de Lima,Éder Gabriel Militão,Substitute,Right Center Back,5,0.310841,-2.216788,10.0,5.7444
Brazil,Lucas Tolentino Coelho de Lima,Éverton Augusto de Barros Ribeiro,Substitute,Center Attacking Midfield,5,0.0,-1.945794,0.0,6.5874
Brazil,Marcos Aoás Corrêa,Pedro Guilherme Abreu dos Santos,Left Back,Center Forward,5,0.009619,-2.02947,0.3505,6.3271
Brazil,Marcos Aoás Corrêa,Vinícius José Paixão de Oliveira Júnior,Left Back,Substitute,5,0.055918,-2.346785,2.0377,5.34
Brazil,Marcos Aoás Corrêa,Weverton Pereira da Silva,Left Back,Substitute,5,0.0004,-2.17348,0.0146,5.8791
Brazil,Marcos Aoás Corrêa,Éder Gabriel Militão,Left Back,Right Center Back,5,0.437133,-2.403943,10.0,5.1622
Brazil,Marcos Aoás Corrêa,Éverton Augusto de Barros Ribeiro,Left Back,Center Attacking Midfield,5,0.027642,-2.13295,1.0073,6.0052
Brazil,Neymar da Silva Santos Junior,Pedro Guilherme Abreu dos Santos,Center Attacking Midfield,Center Forward,3,0.008517,-1.717948,0.3104,7.2962
Brazil,Neymar da Silva Santos Junior,Weverton Pereira da Silva,Center Attacking Midfield,Substitute,3,0.0,-1.948542,0.0,6.5789
Brazil,Neymar da Silva Santos Junior,Éder Gabriel Militão,Center Attacking Midfield,Right Center Back,3,0.004836,-2.047533,0.1762,6.2709
Brazil,Neymar da Silva Santos Junior,Éverton Augusto de Barros Ribeiro,Center Attacking Midfield,Center Attacking Midfield,3,0.0,-1.87252,0.0,6.8153
Brazil,Pedro Guilherme Abreu dos Santos,Raphael Dias Belloli,Center Forward,Right Wing,5,0.056652,-1.791927,2.0644,7.0661
Brazil,Pedro Guilherme Abreu dos Santos,Richarlison de Andrade,Center Forward,Substitute,5,0.0,-1.354526,0.0,8.4267
Brazil,Pedro Guilherme Abreu dos Santos,Rodrygo Silva de Goes,Center Forward,Center Attacking Midfield,5,0.008,-1.657822,0.2915,7.4832
Brazil,Pedro Guilherme Abreu dos Santos,Thiago Emiliano da Silva,Center Forward,Substitute,5,0.0,-1.983446,0.0,6.4703
Brazil,Pedro Guilherme Abreu dos Santos,Vinícius José Paixão de Oliveira Júnior,Center Forward,Substitute,5,0.0,-1.750947,0.0,7.1935
Brazil,Pedro Guilherme Abreu dos Santos,Weverton Pereira da Silva,Center Forward,Substitute,5,0.0,-1.577641,0.0,7.7327
Brazil,Pedro Guilherme Abreu dos Santos,Éder Gabriel Militão,Center Forward,Right Center Back,5,0.0,-1.808105,0.0,7.0157
Brazil,Pedro Guilherme Abreu dos Santos,Éverton Augusto de Barros Ribeiro,Center Forward,Center Attacking Midfield,5,0.027621,-1.537112,1.0065,7.8587
Brazil,Raphael Dias Belloli,Weverton Pereira da Silva,Right Wing,Substitute,5,0.0,-1.935936,0.0,6.6181
Brazil,Raphael Dias Belloli,Éder Gabriel Militão,Right Wing,Right Center Back,5,0.339051,-2.1664,10.0,5.9012
Brazil,Raphael Dias Belloli,Éverton Augusto de Barros Ribeiro,Right Wing,Center Attacking Midfield,5,0.006992,-1.895406,0.2548,6.7442
Brazil,Richarlison de Andrade,Rodrygo Silva de Goes,Substitute,Center Attacking Midfield,5,0.049849,-1.578716,1.8165,7.7293
Brazil,Richarlison de Andrade,Weverton Pereira da Silva,Substitute,Substitute,5,0.002159,-1.498536,0.0787,7.9787
Brazil,Richarlison de Andrade,Éder Gabriel Militão,Substitute,Right Center Back,5,0.078989,-1.728999,2.8784,7.2618
Brazil,Richarlison de Andrade,Éverton Augusto de Barros Ribeiro,Substitute,Center Attacking Midfield,5,0.0,-1.458006,0.0,8.1048
Brazil,Rodrygo Silva de Goes,Thiago Emiliano da Silva,Center Attacking Midfield,Substitute,5,0.038878,-2.207636,1.4167,5.7729
Brazil,Rodrygo Silva de Goes,Vinícius José Paixão de Oliveira Júnior,Center Attacking Midfield,Substitute,5,0.045594,-1.975137,1.6615,6.4961
Brazil,Rodrygo Silva de Goes,Weverton Pereira da Silva,Center Attacking Midfield,Substitute,5,0.0,-1.801832,0.0,7.0352
Brazil,Rodrygo Silva de Goes,Éder Gabriel Militão,Center Attacking Midfield,Right Center Back,5,0.040544,-2.032295,1.4774,6.3183
Brazil,Rodrygo Silva de Goes,Éverton Augusto de Barros Ribeiro,Center Attacking Midfield,Center Attacking Midfield,5,0.0,-1.761302,0.0,7.1613
Brazil,Thiago Emiliano da Silva,Weverton Pereira da Silva,Substitute,Substitute,5,0.0004,-2.127455,0.0146,6.0223
Brazil,Thiago Emiliano da Silva,Éder Gabriel Militão,Substitute,Right Center Back,5,0.406061,-2.357919,10.0,5.3054
Brazil,Thiago Emiliano da Silva,Éverton Augusto de Barros Ribeiro,Substitute,Center Attacking Midfield,5,0.0,-2.086925,0.0,6.1484
Brazil,Vinícius José Paixão de Oliveira Júnior,Weverton Pereira da Silva,Substitute,Substitute,5,0.0,-1.894956,0.0,6.7456
Brazil,Vinícius José Paixão de Oliveira Júnior,Éder Gabriel Militão,Substitute,Right Center Back,5,0.053012,-2.12542,1.9318,6.0286
Brazil,Vinícius José Paixão de Oliveira Júnior,Éverton Augusto de Barros Ribeiro,Substitute,Center Attacking Midfield,5,0.0,-1.854426,0.0,6.8716
Brazil,Weverton Pereira da Silva,Éder Gabriel Militão,Substitute,Right Center Back,5,0.0,-1.952114,0.0,6.5677
Brazil,Weverton Pereira da Silva,Éverton Augusto de Barros Ribeiro,Substitute,Center Attacking Midfield,5,0.0,-1.681121,0.0,7.4108
Brazil,Éder Gabriel Militão,Éverton Augusto de Barros Ribeiro,Right Center Back,Center Attacking Midfield,5,0.016955,-1.911584,0.6179,6.6938
Tunisia,Issam Jebali,Montassar Omar Talbi,Center Forward,Left Center Back,3,0.010551,-2.925898,0.3845,3.5385
Tunisia,Aïssa Bilal Laïdouni,Issam Jebali,Left Defensive Midfield,Center Forward,3,0.255651,-2.780963,9.316,3.9894
Tunisia,Aïssa Bilal Laïdouni,Youssef Msakni,Left Defensive Midfield,Left Wing,3,0.124448,-2.871062,4.5349,3.7091
Tunisia,Montassar Omar Talbi,Youssef Msakni,Left Center Back,Left Wing,3,0.214351,-3.015998,7.811,3.2582
Tunisia,Montassar Omar Talbi,Yassine Meriah,Left Center Back,Center Back,3,0.53867,-3.529104,10.0,1.6621
Tunisia,Ali Abdi,Montassar Omar Talbi,Left Wing Back,Left Center Back,3,0.346443,-3.115067,10.0,2.95
Tunisia,Ali Abdi,Ellyes Joris Skhiri,Left Wing Back,Right Defensive Midfield,3,0.158131,-2.884703,5.7623,3.6667
Tunisia,Mohamed Dräger,Yassine Meriah,Right Wing Back,Center Back,3,0.045998,-3.018882,1.6762,3.2493
Tunisia,Dylan Daniel Mahmoud Bronn,Yassine Meriah,Right Center Back,Center Back,3,0.546311,-3.241649,10.0,2.5563
Tunisia,Aïssa Bilal Laïdouni,Yassine Meriah,Left Defensive Midfield,Center Back,3,0.382363,-3.384168,10.0,2.1129
Tunisia,Aymen Dahmen,Montassar Omar Talbi,Goalkeeper,Left Center Back,3,0.1668,-3.096779,6.0782,3.0069
Tunisia,Dylan Daniel Mahmoud Bronn,Mohamed Dräger,Right Center Back,Right Wing Back,3,0.188458,-2.725753,6.8675,4.1611
Tunisia,Aymen Dahmen,Yassine Meriah,Goalkeeper,Center Back,3,0.213156,-3.102454,7.7674,2.9893
Tunisia,Aymen Dahmen,Issam Jebali,Goalkeeper,Center Forward,3,0.006692,-2.499248,0.2439,4.8657
Tunisia,Ellyes Joris Skhiri,Montassar Omar Talbi,Right Defensive Midfield,Left Center Back,3,0.310857,-3.293065,10.0,2.3963
Tunisia,Ellyes Joris Skhiri,Yassine Meriah,Right Defensive Midfield,Center Back,3,0.249587,-3.29874,9.095,2.3787
Tunisia,Ali Abdi,Aïssa Bilal Laïdouni,Left Wing Back,Left Defensive Midfield,3,0.059746,-2.970131,2.1772,3.4009
Tunisia,Ellyes Joris Skhiri,Mohamed Dräger,Right Defensive Midfield,Right Wing Back,3,0.12371,-2.782843,4.508,3.9835
Tunisia,Dylan Daniel Mahmoud Bronn,Issam Jebali,Right Center Back,Center Forward,3,0.148231,-2.638444,5.4016,4.4327
Tunisia,Ali Abdi,Mohamed Dräger,Left Wing Back,Right Wing Back,3,0.19139,-2.604845,6.9743,4.5372
Tunisia,Dylan Daniel Mahmoud Bronn,Montassar Omar Talbi,Right Center Back,Left Center Back,3,0.058947,-3.235975,2.148,2.5739
Tunisia,Ali Abdi,Yassine Meriah,Left Wing Back,Center Back,3,0.025666,-3.120742,0.9353,2.9324
Tunisia,Aymen Dahmen,Naïm Sliti,Goalkeeper,Right Wing,3,-0.005769,-2.476957,0.0,4.9351
Tunisia,Dylan Daniel Mahmoud Bronn,Ellyes Joris Skhiri,Right Center Back,Right Defensive Midfield,3,0.167442,-3.005611,6.1016,3.2905
Tunisia,Aïssa Bilal Laïdouni,Dylan Daniel Mahmoud Bronn,Left Defensive Midfield,Right Center Back,3,0.121272,-3.091039,4.4192,3.0248
Tunisia,Naïm Sliti,Youssef Msakni,Right Wing,Left Wing,3,0.169265,-2.396176,6.168,5.1864
Tunisia,Ellyes Joris Skhiri,Naïm Sliti,Right Defensive Midfield,Right Wing,3,0.13253,-2.673243,4.8294,4.3245
Tunisia,Ellyes Joris Skhiri,Issam Jebali,Right Defensive Midfield,Center Forward,3,0.429214,-2.695534,10.0,4.2551
Tunisia,Mohamed Dräger,Naïm Sliti,Right Wing Back,Right Wing,3,0.015017,-2.393385,0.5472,5.195
Tunisia,Aïssa Bilal Laïdouni,Naïm Sliti,Left Defensive Midfield,Right Wing,3,0.045169,-2.758672,1.646,4.0587
Tunisia,Ali Abdi,Youssef Msakni,Left Wing Back,Left Wing,3,0.099095,-2.607636,3.611,4.5286
Tunisia,Ellyes Joris Skhiri,Youssef Msakni,Right Defensive Midfield,Left Wing,3,0.204643,-2.785634,7.4572,3.9748
Tunisia,Aïssa Bilal Laïdouni,Ellyes Joris Skhiri,Left Defensive Midfield,Right Defensive Midfield,3,0.187722,-3.148129,6.8406,2.8472
Tunisia,Dylan Daniel Mahmoud Bronn,Naïm Sliti,Right Center Back,Right Wing,3,-0.009019,-2.616153,0.0,4.5021
Tunisia,Yassine Meriah,Youssef Msakni,Center Back,Left Wing,3,0.034408,-3.021672,1.2538,3.2406
Tunisia,Ali Abdi,Dylan Daniel Mahmoud Bronn,Left Wing Back,Right Center Back,3,0.063167,-2.827613,2.3018,3.8443
Tunisia,Aïssa Bilal Laïdouni,Montassar Omar Talbi,Left Defensive Midfield,Left Center Back,3,0.125949,-3.378494,4.5896,2.1306
Tunisia,Aymen Dahmen,Dylan Daniel Mahmoud Bronn,Goalkeeper,Right Center Back,3,0.07452,-2.809325,2.7155,3.9011
Tunisia,Aymen Dahmen,Ellyes Joris Skhiri,Goalkeeper,Right Defensive Midfield,3,0.019,-2.866415,0.6924,3.7235
Tunisia,Ali Abdi,Issam Jebali,Left Wing Back,Center Forward,3,0.022405,-2.517536,0.8164,4.8088
Tunisia,Issam Jebali,Youssef Msakni,Center Forward,Left Wing,3,0.329059,-2.418467,10.0,5.117
Tunisia,Ali Abdi,Naïm Sliti,Left Wing Back,Right Wing,3,0.036274,-2.495245,1.3218,4.8782
Tunisia,Aymen Dahmen,Youssef Msakni,Goalkeeper,Left Wing,3,0.004267,-2.589348,0.1555,4.5854
Tunisia,Mohamed Dräger,Youssef Msakni,Right Wing Back,Left Wing,3,0.424789,-2.505776,10.0,4.8454
Tunisia,Aymen Dahmen,Mohamed Dräger,Goalkeeper,Right Wing Back,3,-0.003774,-2.586557,0.0,4.5941
Tunisia,Issam Jebali,Mohamed Dräger,Center Forward,Right Wing Back,3,0.239812,-2.415676,8.7388,5.1257
Tunisia,Aïssa Bilal Laïdouni,Mohamed Dräger,Left Defensive Midfield,Right Wing Back,3,0.033698,-2.868272,1.228,3.7178
Tunisia,Montassar Omar Talbi,Naïm Sliti,Left Center Back,Right Wing,3,0.122268,-2.903607,4.4555,3.6079
Tunisia,Naïm Sliti,Yassine Meriah,Right Wing,Center Back,3,0.009291,-2.909282,0.3386,3.5902
Tunisia,Ferjani Sassi,Issam Jebali,Left Defensive Midfield,Center Forward,3,0.013333,-2.595836,0.4859,4.5653
Tunisia,Ellyes Joris Skhiri,Ferjani Sassi,Right Defensive Midfield,Left Defensive Midfield,3,0.080918,-2.963002,2.9487,3.4231
Tunisia,Issam Jebali,Naïm Sliti,Center Forward,Right Wing,3,0.040273,-2.306076,1.4676,5.4666
Tunisia,Ali Abdi,Ferjani Sassi,Left Wing Back,Left Defensive Midfield,3,0.049879,-2.785004,1.8176,3.9768
Tunisia,Aïssa Bilal Laïdouni,Ferjani Sassi,Left Defensive Midfield,Left Defensive Midfield,3,0.013333,-3.048431,0.4859,3.1573
Tunisia,Ferjani Sassi,Montassar Omar Talbi,Left Defensive Midfield,Left Center Back,3,0.092213,-3.193367,3.3603,2.7065
Tunisia,Dylan Daniel Mahmoud Bronn,Youssef Msakni,Right Center Back,Left Wing,3,0.020993,-2.728543,0.765,4.1524
Tunisia,Ferjani Sassi,Youssef Msakni,Left Defensive Midfield,Left Wing,3,0.132187,-2.685935,4.8169,4.285
Tunisia,Dylan Daniel Mahmoud Bronn,Ferjani Sassi,Right Center Back,Left Defensive Midfield,3,0.059749,-2.905912,2.1773,3.6007
Tunisia,Ferjani Sassi,Yassine Meriah,Left Defensive Midfield,Center Back,3,0.05827,-3.199041,2.1234,2.6888
Tunisia,Aymen Dahmen,Aïssa Bilal Laïdouni,Goalkeeper,Left Defensive Midfield,3,0.021891,-2.951844,0.7977,3.4578
Tunisia,Ali Abdi,Aymen Dahmen,Left Wing Back,Goalkeeper,3,0.028869,-2.688417,1.052,4.2773
Tunisia,Ferjani Sassi,Naïm Sliti,Left Defensive Midfield,Right Wing,3,0.126127,-2.573545,4.5961,4.6346
Tunisia,Ellyes Joris Skhiri,Wahbi Khazri,Right Defensive Midfield,Substitute,3,0.033681,-2.719752,1.2273,4.1798
Tunisia,Wahbi Khazri,Youssef Msakni,Substitute,Left Wing,3,0.078146,-2.442684,2.8477,5.0417
Tunisia,Wahbi Khazri,Yassine Meriah,Substitute,Center Back,3,0.02918,-2.95579,1.0633,3.4455
Tunisia,Naïm Sliti,Wahbi Khazri,Right Wing,Substitute,3,0.176648,-2.330294,6.4371,5.3913
Tunisia,Dylan Daniel Mahmoud Bronn,Wahbi Khazri,Right Center Back,Substitute,3,0.001852,-2.662661,0.0675,4.3574
Tunisia,Montassar Omar Talbi,Wajdi Kechrida,Left Center Back,Right Wing Back,3,0.014602,-3.133884,0.5321,2.8915
Tunisia,Wajdi Kechrida,Yassine Meriah,Right Wing Back,Center Back,3,0.137509,-3.139558,5.0109,2.8739
Tunisia,Ellyes Joris Skhiri,Wajdi Kechrida,Right Defensive Midfield,Right Wing Back,3,0.017832,-2.903519,0.6498,3.6081
Tunisia,Ferjani Sassi,Wajdi Kechrida,Left Defensive Midfield,Right Wing Back,3,0.011114,-2.803821,0.405,3.9183
Tunisia,Ali Abdi,Wahbi Khazri,Left Wing Back,Substitute,3,0.061058,-2.541754,2.225,4.7335
Tunisia,Naïm Sliti,Wajdi Kechrida,Right Wing,Right Wing Back,3,0.089238,-2.514062,3.2518,4.8196
Tunisia,Aymen Dahmen,Wajdi Kechrida,Goalkeeper,Right Wing Back,3,0.017575,-2.707234,0.6404,4.2187
Tunisia,Taha Yassine Khenissi,Wajdi Kechrida,Center Forward,Right Wing Back,3,-0.006333,-2.659933,0.0,4.3659
Tunisia,Taha Yassine Khenissi,Youssef Msakni,Center Forward,Left Wing,3,0.000667,-2.542048,0.0243,4.7326
Tunisia,Wahbi Khazri,Wajdi Kechrida,Substitute,Right Wing Back,3,0.036886,-2.56057,1.3441,4.675
Tunisia,Wajdi Kechrida,Youssef Msakni,Right Wing Back,Left Wing,3,0.027375,-2.626452,0.9976,4.47
Tunisia,Issam Jebali,Yassine Meriah,Center Forward,Center Back,3,0.049482,-2.931573,1.8031,3.5209
Tunisia,Mohamed Dräger,Montassar Omar Talbi,Right Wing Back,Left Center Back,3,0.010861,-3.013207,0.3958,3.2669
Tunisia,Montassar Omar Talbi,Taha Yassine Khenissi,Left Center Back,Center Forward,3,0.073929,-3.049479,2.694,3.1541
Tunisia,Ferjani Sassi,Taha Yassine Khenissi,Left Defensive Midfield,Center Forward,3,0.010832,-2.719416,0.3947,4.1808
Tunisia,Ali Abdi,Wajdi Kechrida,Left Wing Back,Right Wing Back,3,0.012667,-2.725521,0.4616,4.1618
Tunisia,Naïm Sliti,Taha Yassine Khenissi,Right Wing,Center Forward,3,0.125343,-2.429657,4.5675,5.0822
Tunisia,Ali Abdi,Ali Maâloul,Left Wing Back,Substitute,3,0.0,-2.580795,0.0,4.6121
Tunisia,Ali Abdi,Anis Ben Slimane,Left Wing Back,Right Wing,3,0.012722,-2.430764,0.4636,5.0788
Tunisia,Ali Abdi,Aymen Mathlouthi,Left Wing Back,Substitute,3,0.0,-2.555029,0.0,4.6922
Tunisia,Ali Abdi,Bechir Ben Said,Left Wing Back,Substitute,3,0.0,-2.555029,0.0,4.6922
Tunisia,Ali Abdi,Bilel Ifa,Left Wing Back,Substitute,3,0.0,-2.555029,0.0,4.6922
Tunisia,Ali Abdi,Ghilane Chalali,Left Wing Back,Substitute,3,0.0,-2.490261,0.0,4.8937
Tunisia,Ali Abdi,Hannibal Mejbri,Left Wing Back,Left Wing,3,0.0,-2.563455,0.0,4.666
Tunisia,Ali Abdi,Mohamed Ali Ben Romdhane,Left Wing Back,Substitute,3,0.0,-2.490261,0.0,4.8937
Tunisia,Ali Abdi,Mouez Hassen,Left Wing Back,Substitute,3,0.0,-2.555029,0.0,4.6922
Tunisia,Ali Abdi,Nader Ghandri,Left Wing Back,Substitute,3,0.0,-2.659869,0.0,4.3661
Tunisia,Ali Abdi,Seifeddine Jaziri,Left Wing Back,Substitute,3,0.0,-2.555029,0.0,4.6922
Tunisia,Ali Abdi,Taha Yassine Khenissi,Left Wing Back,Center Forward,3,0.0,-2.641117,0.0,4.4244
Tunisia,Ali Maâloul,Anis Ben Slimane,Substitute,Right Wing,3,-0.015947,-2.304855,0.0,5.4704
Tunisia,Ali Maâloul,Aymen Dahmen,Substitute,Goalkeeper,3,-0.006333,-2.562508,0.0,4.6689
Tunisia,Ali Maâloul,Aymen Mathlouthi,Substitute,Substitute,3,0.0,-2.42912,0.0,5.0839
Tunisia,Ali Maâloul,Aïssa Bilal Laïdouni,Substitute,Left Defensive Midfield,3,0.360621,-2.844222,10.0,3.7926
Tunisia,Ali Maâloul,Bechir Ben Said,Substitute,Substitute,3,0.0,-2.42912,0.0,5.0839
Tunisia,Ali Maâloul,Bilel Ifa,Substitute,Substitute,3,0.0,-2.42912,0.0,5.0839
